Timestamp,Aimag,Title (100),Title Korean (100),Description (255),Description Korean (255),About ,About Korean ,Cover (Link),Thumbnail (Link),Hotel Rating
2/6/2023 5:10:45,Ulaanbaatar,Springs Hotel,Springs Hotel,"Whether you're staying with your family or on your own, The Springs Hotel gives you the freedom to stay, work and relax as you please, just as if you were at home.",저희 3성급 호텔은 울란바토르 시의 중심인 수흐바타르 광장 근처에 위치합니다. ,"We take care of every guest and work hard to help them. The main goal of our team is to create exceptional service for everyone's enjoyment based on simple humility. In addition to being very special in terms of location, it is also close to everything because it is in the center of the city. Especially for foreign tourists, it is possible to walk to the sights of the city center without incurring additional transportation costs. It is located only 300 meters from Sukhbaatar Square and Government Palace, 3.5 km from Ulaanbaatar Central Railway Station and 16 km from Chinggis Khan International Airport.","우리는 모든 손님을 돌보고 그들을 돕기 위해 열심히 노력합니다. 우리 팀의 주요 목표는 단순한 겸손을 바탕으로 모든 사람이 즐길 수 있는 탁월한 서비스를 만드는 것입니다. 위치면에서 매우 특별할 뿐만 아니라 도심에 있기 때문에 모든 것과 가깝습니다. 특히 외국인 관광객의 경우 별도의 교통비를 들이지 않고 도심의 명소까지 도보로 이동이 가능하다. 수흐바토르 광장과 정부 궁전에서 단 300m, 울란바토르 중앙역에서 3.5km, 칭기즈칸 국제공항에서 16km 떨어져 있습니다.",https://ihotel.mn/img/uploads/hotels/eb2510bd50b0f8ddcac0d4486aaa5986.jpg,https://ihotel.mn/img/uploads/hotels/6effe1ffb0bb730b7327f6db36472b8a.jpg,3
2/6/2023 5:13:03,Ulaanbaatar,Urgoo Boutique Hotel,Urgoo Boutique Hotel,Urgoo Hotel was established in 1995.,저희 3성급 호텔은 울란바토르 시의 중심인 수흐바타르 광장 근처에 위치합니다. ,"It is located in the heart of the city, on the right side of the Government House, Sukhbaatar Square.","그것은 정부 청사, Sukhbaatar 광장의 오른쪽에 도시의 중심부에 위치하고 있습니다.",https://ihotel.mn/img/uploads/hotels/f95525d9e76ebbbaab3763f9fcff071d.jpg,https://ihotel.mn/img/uploads/rooms/4fd8be4a91fa6f310622e6ff0ff78d50.jpg,3
2/6/2023 5:16:19,Ulaanbaatar,Amar Hotel,Amar Hotel,"Amar Hotel is unique in that it has an outdoor parking space for 150 cars and is located along the main road. The hotel has a total of 99 rooms. From the window of our hotel, the prosperity of Ulaanbaatar city, the view of Bogd Khan mountain and the surrounding environment are amazing. Also, Mongolian European cuisine and Chinese restaurants serve delicious meals made by professional chefs.",저희 3성급 아마르 호텔은 150대를 수용할 수 있는 야외 주차 공간이 있습니다.  호텔에는 총 99개의 객실이 있습니다. 몽골 유러피언 퀴진과 중식 레스토랑에서는 전문 셰프가 준비한 맛있는 식사를 제공합니다.,"Amar Karaoke - 4 VIP rooms and 8 ordinary karaoke rooms are waiting for you. Aroma coffee shop-Aroma coffee shop is working in a quiet environment where you can have important business and business conversations. You can visit the souvenir shop and buy souvenirs with Mongolian style. Amar Spa Sauna - Relaxation Amar Sauna Spa will serve you by providing a healthy environment, friendly service and satisfaction with family, friends and colleagues to relieve the fatigue of the big city. We invite you and your family and friends to choose from delicious Chinese and European dishes in the relaxation center, which consists of hot and cold jacuzzi, steam sauna, water area, home sauna, VIP sauna, relaxation area, spinning, and massage to relieve your fatigue. is The relaxation center, which creates a comfortable environment to relieve your fatigue and stress, meets the highest level of hygiene requirements of customers. Event Hall - Event hall with the capacity to receive 200-300 people at a time will provide quality service for all kinds of receptions according to your wishes. Conference Hall - You can use the hall with a capacity of 50-60 people for events such as business meetings and conferences. Cinema Irish Pub-EVERYDAY EVENT'S has many interesting entertainment activities. We will provide you with quality service while relaxing in a comfortable environment with a capacity of 130-150 people at a time, tasting delicious food prepared by skilled chefs.","Amar Karaoke - 4개의 VIP룸과 8개의 일반 노래방이 여러분을 기다리고 있습니다. Aroma coffee shop-아로마 커피숍은 중요한 비즈니스 및 비즈니스 대화를 나눌 수 있는 조용한 환경에서 일하고 있습니다. 기념품 가게를 방문하여 몽골 스타일의 기념품을 구입할 수 있습니다. Amar Spa Sauna - Relaxation Amar Sauna Spa는 가족, 친구, 동료와 함께 건강한 환경과 친절한 서비스, 만족을 제공하여 대도시의 피로를 풀어드립니다. 온냉자쿠지, 스팀사우나, 워터파크, 홈사우나, VIP사우나, 휴식공간, 스피닝, 마사지 등으로 구성된 릴랙세이션 센터에서 가족, 친구들과 함께 맛있는 중식, 유럽식 요리를 선택하실 수 있습니다. 당신의 피로. 고객의 피로와 스트레스를 해소할 수 있는 편안한 환경을 조성하는 릴랙세이션 센터는 고객의 위생 요구사항을 최고 수준으로 충족합니다. 이벤트홀 - 한번에 200-300명을 수용할 수 있는 이벤트홀은 귀하의 희망에 따라 모든 종류의 리셉션에 양질의 서비스를 제공할 것입니다. Conference Hall - 50~60명 규모의 홀을 이용하여 비즈니스 미팅, 컨퍼런스 등의 행사를 진행할 수 있습니다. Cinema Irish Pub-EVERYDAY EVENT'S에는 흥미로운 엔터테인먼트 활동이 많이 있습니다. 한번에 130~150명 수용 가능한 편안한 환경에서 숙련된 셰프가 준비한 맛있는 음식을 맛보며 품격 있는 서비스를 제공하겠습니다.",https://ihotel.mn/img/uploads/hotels/7c0381190124a10145c071821ffd2977.jpg,https://ihotel.mn/img/uploads/rooms/3f34936ee3d958855103b0576c871293.jpg,0
2/6/2023 5:18:44,Ulaanbaatar,Miami Hotel,Miami Hotel,Our hotel has been operating since 2007.,Miami Hotel은 한 번에 최대 90명의 손님을 수용할 수 있습니다. 저희 호텔은 매력적인 현대식 가구와 안전을 위한 화재 경보기로 꾸며진 객실을 제공합니다. 1층 MIAMI 몽골리안 스테이크 레스토랑; 그것은 60-80 명을 수용 할 수 있습니다.,Located in the city center and 25 minutes drive from the airport. The Miami Hotel can accommodate up to 90 guests at a time. Our hotel offers rooms furnished with attractive modern furniture and fire alarms for your safety. MIAMI Mongolian Steak restaurant on the first floor; It can accommodate 60-80 people.,도심에 위치하며 공항에서 차로 25분 거리에 있습니다. Miami Hotel은 한 번에 최대 90명의 손님을 수용할 수 있습니다. 저희 호텔은 매력적인 현대식 가구와 안전을 위한 화재 경보기로 꾸며진 객실을 제공합니다. 1층 MIAMI 몽골리안 스테이크 레스토랑; 그것은 60-80 명을 수용 할 수 있습니다.,https://ihotel.mn/img/uploads/hotels/5ce84c11b89c0f3b67ed8c9c38b26090.jpg,https://ihotel.mn/img/uploads/rooms/0eafae6417a61ad7498c2a3e3b6c9727.jpg,0
2/6/2023 5:23:54,Ulaanbaatar,The Corporate Hotel,The Corporate Hotel,"Corporate Hotel is located 800m from the National Cultural Recreation Center and 3km from Ulaanbaatar Central Railway Station. The 4-star hotel offers a fitness center, spa salon, parking and free Wi-Fi throughout the hotel.","Corporate Hotel은 국립 문화 휴양 센터에서 800m, 울란바토르 중앙 기차역에서 3km 거리에 있습니다. 이 4성급 호텔은 피트니스 센터, 스파 살롱, 주차장 및 호텔 전 구역 무료 Wi-Fi를 제공합니다.","The air conditioning system of each hotel room has been decided, and it has the advantage of having comfortable furniture, modern interior, work desk, multi-channel TV, iron, water kettle, etc., which allows you to relax and work comfortably. ""Chairman"" restaurant serves all kinds of Mongolian cuisine. Corporate Hotel is 15 km from Chinggis Khan International Airport.","각 호텔 객실의 에어컨 시스템이 결정되었으며 편안한 가구, 모던한 인테리어, 업무용 책상, 다채널 TV, 다리미, 물주전자 등 편안하게 휴식을 취하며 업무를 볼 수 있는 장점이 있습니다. ""Chairman"" 레스토랑은 모든 종류의 몽골 요리를 제공합니다. Corporate Hotel은 칭기즈칸 국제공항에서 15km 떨어져 있습니다.",https://ihotel.mn/img/uploads/hotels/1ca9f623e624cbb316dae03910e74ad1.jpg,https://ihotel.mn/img/uploads/hotels/a8e7d56e0b0a8f6536269889cd0df7c1.jpg,4
2/6/2023 5:27:19,Ulaanbaatar,Puma Imperial Hotel,Puma Imperial Hotel,"Located in the center of Ulaanbaatar, Puma Imperial Hotel has the advantage of being close to popular tourist spots such as the National History Museum, the Natural History Museum, the Science and Culture Center, and the Central Post Office.","울란바토르 중심에 위치한 3 성급 푸마 임페리얼 호텔은 국립역사박물관, 자연사박물관, 과학문화센터, 중앙우체국 등 가장 많이 찾는 곳과 가깝다는 장점이 있습니다.","It also has 3 types of restaurants inside, so it fully meets your comfort, and several meeting rooms are offered for your business meetings. High-speed wireless Internet access is available throughout the hotel. Comfortable rooms with Russian style will make you feel at home. Puma restaurant offers Mongolian, Asian and European cuisine, Delhi Darbar restaurant offers a wide selection of Indian cuisine, and Puma coffee shop offers a variety of delicious coffee and snacks. Puma Imperial Hotel is located 10 minutes from Central Railway Station and 20 minutes from Genghis Khan International Airport.","또한 내부에는 3가지 유형의 레스토랑이 있어 귀하의 편안함을 완벽하게 충족하며 비즈니스 회의를 위해 여러 개의 회의실이 제공됩니다. 호텔 전역에서 고속 무선 인터넷 접속이 가능합니다. 러시아 스타일의 편안한 객실은 집과 같은 편안함을 선사합니다. Puma 레스토랑은 몽골, 아시아 및 유럽 요리를 제공하며, Delhi Darbar 레스토랑은 다양한 인도 요리를 제공하며, Puma 커피숍은 다양하고 맛있는 커피와 스낵을 제공합니다. Puma Imperial Hotel은 중앙 기차역에서 10분, 징기스칸 국제공항에서 20분 거리에 있습니다.",https://ihotel.mn/img/uploads/hotels/b6aeb97d0c802da53ab73b876816953a.jpg,https://ihotel.mn/img/uploads/hotels/a946d7620b769223e965d144b6d67a78.jpg,3
2/6/2023 5:31:01,Ulaanbaatar,UB INN Hotel,UB INN Hotel,"UB INN hotel will allow you to relax and work comfortably as if you were at home at any time of your family, friends or business trip. Our main goal is to create a service that everyone can enjoy, based on simple humility.","B INN Hotel 은 가족, 친구 또는 출장 중 언제라도 집에 있는 것처럼 편안하게 휴식을 취하고 일할 수 있도록 도와드립니다. 우리의 주된 목표는 단순한 겸손함을 바탕으로 모두가 즐길 수 있는 서비스를 만드는 것입니다.3 성급 호텔입니다. ","Enjoy business trips, leisure, family and friends at any time of the year. UB Inn hotel & gallery is a hotel located in the downtown area of Ulaanbaatar. You can choose from 5 types of 34 rooms in our hotel according to your comfort and preferences. Our hotel strives to ensure the comfort of our guests and to provide services that meet the requirements based on their needs, and to create a comfortable environment with unique national features to suit their tastes and preferences. Our restaurant ""Khadag"" named as the highest quality of food cherished by our dear guests, will sample the best of Mongolian traditional food and drinks and European delicacies. It can accommodate 50-70 people. Riders who respect their horses can enjoy delicious coffee at the ""Emeel"" coffee shop, named after Mongolian vintage saddles, and see the ""Bum Art"" gallery exhibition of paintings by our young Mongolian artists. It can accommodate 15-25 people. On the other hand, you can sip fresh beer and taste cool colorful cocktails at the ""Toono"" lounge bar, which attracts the family of the unspoiled white house, while watching the art performance, you can have a good time on the open terrace on the roof, looking at the surroundings. It can accommodate 50-70 people. Also, in our 60m2 fiddle room, our guests can save time by organizing meetings, consultations, and meetings to get their work done. It is free for guests staying at our hotel. In order to save the time of our guests and relieve the tiredness of the trip, we have a fitness room and a bariatric surgery room for you. We are ready to welcome and serve you as our guest. Welcome !","일년 중 언제든지 출장, 레저, 가족 및 친구를 즐기십시오. UB Inn 호텔 & 갤러리는 울란바토르 시내에 위치한 호텔입니다. 5가지 유형의 34개 객실 중에서 편안함과 선호도에 따라 선택할 수 있습니다. 저희 호텔은 고객의 편안함을 보장하고 고객의 요구 사항에 맞는 서비스를 제공하며 고객의 취향과 선호도에 맞는 고유한 국가적 특징으로 편안한 환경을 조성하기 위해 노력합니다. 친애하는 손님이 소중히 여기는 최고 품질의 음식으로 선정된 저희 레스토랑 ""Khadag""는 최고의 몽골 전통 음식과 음료 및 유럽식 진미를 맛볼 것입니다. 50~70명 수용 가능합니다. 말을 존중하는 라이더들은 몽골의 빈티지 안장 이름을 딴 ""Emeel"" 커피숍에서 맛있는 커피를 즐길 수 있고, 젊은 몽골 예술가들의 그림이 전시된 ""Bum Art"" 갤러리 전시를 관람할 수 있습니다. 그것은 15-25 명을 수용할 수 있습니다. 한편, 때묻지 않은 백악관 가족들의 발길을 사로잡는 '투노' 라운지 바에서는 신선한 맥주와 시원한 컬러풀한 칵테일을 맛볼 수 있고, 예술 공연을 관람하며 야외 테라스에서 즐거운 시간을 보낼 수도 있다. 지붕, 주변을 바라보는 것. 50~70명 수용 가능합니다. 또한 60m2의 피들룸에서 손님들은 업무를 완료하기 위한 회의, 상담 및 회의를 조직하여 시간을 절약할 수 있습니다. 저희 호텔에 숙박하시는 고객님은 무료입니다. 손님들의 시간을 아끼고 여행의 피로를 풀기 위해 피트니스실과 비만 수술실을 갖추고 있습니다. 우리는 당신을 환영하고 손님으로 모실 준비가 되어 있습니다. 환영 !",https://ihotel.mn/img/uploads/hotels/71351b271acf26d1f33749daebe7eff1.JPG,https://ihotel.mn/img/uploads/hotels/9b385ca772f574d6316782ba8685d48e.jpg,3
2/6/2023 5:34:04,Ulaanbaatar,San Hotel,San Hotel,San Hotel is located 700 meters from Sukhbaatar Square and the Opera House in the center of Ulaanbaatar.,San Hotel은 수흐바타르 광장과 울란바토르 중심부의 오페라 하우스에서 700m 떨어져 있는 1성급 호텔입니다. 각 객실은 편안하고 무료 인터넷을 갖추고 있으며 창밖으로 산의 경치를 감상할 수 있습니다. 도심의 위치는 외국인 손님들이 저녁에 울란바타르를 알 수 있고 쇼핑하기에 가장 편리한 위치입니다.,"Each room is comfortable and equipped with free internet, and you can enjoy mountain scenery from the window. The location of the city center is the most convenient location for foreign guests to get to know Ulaanbaatar in the evening and for shopping.",각 객실은 편안하고 무료 인터넷을 갖추고 있으며 창밖으로 산의 경치를 감상할 수 있습니다. 도심의 위치는 외국인 손님들이 저녁에 울란바타르를 알 수 있고 쇼핑하기에 가장 편리한 위치입니다.,https://ihotel.mn/img/uploads/hotels/8ca4b25768604943e18e81e3889d59a8.jpg,https://ihotel.mn/img/uploads/hotels/2cc49293d2a042a537bfd76ee4cf3b95.jpg,1
2/6/2023 5:35:56,Ulaanbaatar,Premium Hotel,Premium Hotel,"""Premium Hotel Ulaanbaatar"" was established in 2015. It is an international four-star hotel designed by a leading design company in China.","2015년에 오픈한 ""프리미엄 울란바토르 호텔"". 중국 최고의 디자인 회사가 설계한 국제적인 ""4성"" 등급 호텔입니다.","The hotel is located in the center of Ulaanbaatar, so it will create a pleasant environment for business and tourism guests. Our hotel is 31 minutes away from Chinggis Khan International Airport, 17 minutes from Ulaanbaatar train station and 9 minutes from Genghis Square by car.","호텔은 울란바토르의 중심에 위치하여 비즈니스 및 관광 여행객에게 쾌적한 환경을 조성할 것입니다. 저희 호텔은 칭기즈칸 국제공항에서 31분, 울란바토르 기차역에서 17분, 징기스칸 광장에서 차로 9분 거리에 있습니다.",https://ihotel.mn/img/uploads/hotels/75d1c590a9712dce84e60fc98eaeb698.jpg,https://ihotel.mn/img/uploads/rooms/2eeabcddcd2bc2549e7595861e39b41e.jpg,4
2/6/2023 5:38:43,Ulaanbaatar,Grand Hill Hotel,Grand Hill Hotel,Grand Hill Hotel was established in 2015 and is a hotel with modern solutions and design that provides maximum comfort to guests with 194 guest rooms overlooking Bogd Khan Mountain and the entire city of Ulaanbaatar.,"그랜드 힐 호텔은 2015년에 설립되었으며, 복드 칸 산과 울란바토르 시내 전체가 내려다보이는 194개의 객실을 보유하고 있어 투숙객에게 최대한의 편안함을 제공하는 현대적인 솔루션과 디자인을 갖춘 4 성급 호텔입니다. ","Suitable for both business and leisure guests. - Fitness room - Coffee shop - Karaoke - Spa and massage - Sauna, jacuzzi - Business center - Currency exchange service - Information staff - Meeting and reception services - Restaurant and pub with live music - Korean restaurant - Parking","비즈니스 및 레저 여행객 모두에게 적합합니다. - 피트니스 룸 - 커피숍 - 가라오케 - 스파 및 마사지 - 사우나, 자쿠지 - 비즈니스 센터 - 환전 서비스 - 안내 직원 - 회의 및 리셉션 서비스 - 라이브 음악이 있는 레스토랑 및 펍 - 한식당 - 주차장",https://ihotel.mn/img/uploads/hotels/077fe11f788bd63568afa9af7965b9df.jpg,https://ihotel.mn/img/uploads/hotels/4f689b8fe648ad00cfbe66f3371e94cd.jpg,4
2/6/2023 5:39:33,Uvs,Chinggis Hotel,Chinggis Hotel,"Chingis Hotel is located in Ulagom Sum, Uvs Province.",Chingis Hotel은 Uvs 지방의 Ulagom Sum에 위치합니다. 2014년부터 운영되고 있습니다. 4계절 내내 손님을 맞이합니다. 주차장과 세차장이 있습니다. 고속 인터넷. 모든 객실에는 디지털 잠금 장치가 있습니다.,It has been operating since 2014. Guests are welcome in 4 seasons of the year. There is a heated parking lot and a car wash. High speed internet and intranet connection. All rooms have digital locks,2014년부터 운영되고 있습니다. 연중 4계절 내내 손님을 환영합니다. 온수 주차장과 세차장이 있습니다. 고속 인터넷 및 인트라넷 연결. 모든 객실에는 디지털 잠금 장치가 있습니다.,https://ihotel.mn/img/uploads/hotels/12d3b17ad0a86c964db38595069a12c8.jpg,https://ihotel.mn/img/uploads/hotels/4349b732705805581925edadf77a7a48.JPG,0
2/6/2023 5:40:42,Darkhan-Uul,New Kiwi Hotel,New Kiwi Hotel,New Kiwi Hotel is located in Darkhan.,뉴 키위 호텔은 다르항에 위치하는 2성급 호텔입니다.2003년 부터 운영하고 있습니다. 수용 인원: 40-50명. 레스토랑: 20-30명 수용 가능. 모든 종류의 몽골 음식이 제공됩니다. 추가 서비스: 개방형 주차장. 유료 난방 주차장. 노래방.,Year of establishment: 2003. Total capacity: 40-50. Restaurant: capacity for 20-30 people. All kinds of Mongolian food are served. Additional services: Open parking. Paid heated garage. Karaoke.,설립 연도: 2003. 총 수용 인원: 40-50명. 레스토랑: 20-30명 수용 가능. 모든 종류의 몽골 음식이 제공됩니다. 추가 서비스: 개방형 주차장. 유료 난방 차고. 가라오케.,https://ihotel.mn/img/uploads/hotels/940c56a3ff7957145b09671a562ebb47.jpg,https://ihotel.mn/img/uploads/hotels/b3e5e1ec1e270a94366cc893504664e7.jpg,2
2/6/2023 5:43:26,Ulaanbaatar,Dragon Hotel,Dragon Hotel,"- Since there are many orders, please call in advance to make a reservation or inquire about room availability!","새로운 스타일, 환경 및 고급, 현대적인 럭셔리 인테리어를 결합한 새로운 Hotel Dragon 호텔입니다. ","- The new Hotel Dragon has been opened, which is a combination of modern luxurious interior, a completely new style, environment and high class. You are all welcome.","- 모던하고 고급스러운 인테리어와 전혀 새로운 스타일, 환경, 고품격이 어우러진 새로운 호텔드래곤이 오픈했습니다. 모두 환영합니다.",https://ihotel.mn/img/uploads/hotels/163a39b44c12653b00b4bf42fb570af9.jpg,https://ihotel.mn/img/uploads/hotels/335ac33f3d6b60c05ef4474e76010995.jpg,0
2/6/2023 5:44:18,Ulaanbaatar,Ramada UB Center Hotel,Ramada UB Center Hotel,"Ramada Ulaanbaatar City Center Hotel is the latest high-class 4-star international hotel in Ulaanbaatar, a 17-story complex with a luxury shopping center and modern architectural solutions.",라마다 울란바토르 시티 센터 호텔은 울란바토르에 위치한 최신 고급 4성급 국제 호텔로 고급 쇼핑 센터와 현대적인 건축 솔루션을 갖춘 17층 복합 단지입니다.현대적인 솔루션을 갖춘 124개의 스위트룸이 있습니다.,There are 124 suite rooms with modern solutions. We are working diligently to define a unique new standard of comfort and high-class service for our guests. Ramada Ulaanbaatar City Center is located in the city center and is 25 minutes away from Chinggis Khan International Airport.,현대적인 솔루션을 갖춘 124개의 스위트룸이 있습니다. 우리는 손님을 위한 편안함과 고품격 서비스의 고유한 새로운 기준을 정의하기 위해 열심히 노력하고 있습니다. Ramada Ulaanbaatar City Centre는 도심에 위치하고 있으며 칭기즈칸 국제공항에서 25분 거리에 있습니다.,https://ihotel.mn/img/uploads/hotels/f60d05fd470a4288ece848fbbe916159.jpg,https://ihotel.mn/img/uploads/hotels/68f43e3988d03355cca09b536b53beac.jpg,4
2/6/2023 5:47:03,Övörkhangai,Arvaikheer Palace Hotel,Arvaikheer Palace Hotel,"Barley Field Palace Hotel has deluxe, semi-luxury, standard and simple rooms, as well as VIP rooms for karaoke, pub, restaurant and snooker billiards.","디럭스, 세미 럭셔리, 스탠다드 및 심플룸과 가라오케, 펍, 레스토랑, 스누커 당구를 위한 VIP룸을 보유하고 있습니다.","All rooms have cable TV, Internet, intercom, bathroom or shower with 24-hour hot and cold water. There is also an open parking lot for 20-30 cars, a heated garage for 20 cars, and a car wash. The restaurant and pub can accommodate 70-100 people at a time. 70-80 types of Asian and European hot food and snacks will be served.","모든 객실에는 케이블 TV, 인터넷, 인터콤, 욕실 또는 24시간 온수 및 냉수 샤워 시설이 있습니다. 20~30대를 수용할 수 있는 개방형 주차장과 20대를 수용할 수 있는 난방 차고, 세차장도 있습니다. 레스토랑과 펍은 한 번에 70-100명을 수용할 수 있습니다. 70-80 종류의 아시아 및 유럽 핫 푸드와 스낵이 제공됩니다.",https://ihotel.mn/img/uploads/hotels/48079749f59011508e8a8adbefaaede9.jpg,https://ihotel.mn/img/uploads/rooms/2badf1418299acf67b5641549f4d544a.jpg,0
2/6/2023 5:52:48,Terelj,UB-2 Hotel,UB-2 Hotel,"68 km away from Ulaanbaatar in Terelj Natural Park, Nalaikh District, District 6","울란바토르에서 68km 떨어진 Terelj 자연공원, Nalaikh 지구, 6군에 위치하는 호텔입니다. 총 객실 수: 호텔 34실, 게스트하우스 18실 총 침대 수: 호텔 75실, 게스트하우스 80실 제공합니다.","Year of establishment: 1997. Total number of rooms: 34 hotel rooms, 18 guest houses. Total number of beds: 75 hotel beds, 80 guest house beds","설립연도: 1997. 총 객실 수: 호텔 객실 34실, 게스트하우스 18실. 총 침대 수: 호텔 침대 75개, 게스트 하우스 침대 80개",https://ihotel.mn/img/uploads/hotels/a7790f2c26246189292ab7d5dc197c7a.jpg,https://ihotel.mn/img/uploads/hotels/b521e20cdd38f47a5435e9c9e4c558c0.jpg,0
